file,split,category,sr,dur_s,speech_frac,flat_top,hard_flat,dc,head_rms,tail_rms
Atharvaveda_Kanda_6_0212.wav,validation,stratified,16000,5.075,0.988,0.0,0.0,0.0001,-14.7,-34.1
Atharvaveda_Kanda_6_0403.wav,validation,stratified,16000,2.387,0.937,0.0,0.0,0.0001,-13.3,-33.8
Atharvaveda_Kanda_6_0408.wav,train,stratified,16000,4.703,0.994,0.0,0.0,0.0001,-15.1,-31.4
Atharvaveda_Kanda_6_0435.wav,validation,stratified,16000,5.232,0.994,0.0,0.0,0.0001,-16.2,-31.6
Atharvaveda_Kanda_8_0050.wav,validation,stratified,16000,7.501,0.988,0.0,0.0,0.0,-14.2,-31.6
Atharvaveda_Kanda_8_0295.wav,train,stratified,16000,5.517,0.984,0.0,0.0,0.0,-16.7,-30.7
Atharvaveda_Part_014_0382.wav,train,stratified,16000,6.667,1.0,0.0,0.0,0.0047,-10.8,-24.7
Atharvaveda_Part_015_0048.wav,test,stratified,16000,4.028,0.993,0.0,0.0,0.0038,-10.0,-30.3
Atharvaveda_Part_015_0106.wav,validation,stratified,16000,9.651,0.997,0.0,0.0,0.0038,-10.5,-33.8
Atharvaveda_Part_016_0233.wav,validation,borderline,16000,4.655,0.968,1e-05,0.0,0.0038,-15.0,-32.9
Atharvaveda_Part_016_0237.wav,train,clipped,16000,13.178,0.989,0.0,0.0,0.0038,-10.5,-34.7
Atharvaveda_Part_016_0239.wav,validation,borderline,16000,4.724,0.975,1e-05,0.0,0.0038,-11.7,-36.4
Atharvaveda_Part_017_0099.wav,train,clipped,16000,4.573,1.0,1e-05,0.0,0.0051,-10.0,-28.4
Atharvaveda_Part_017_0131.wav,train,borderline,16000,34.806,1.0,0.0,0.0,0.0051,-11.4,-23.4
Atharvaveda_Part_018_1_0153.wav,test,stratified,16000,6.924,1.0,0.0,0.0,0.005,-10.9,-26.3
Atharvaveda_Part_018_1_0171.wav,validation,borderline,16000,9.665,1.0,1e-05,0.0,0.0051,-10.4,-26.2
Atharvaveda_Part_018_1_0204.wav,train,borderline,16000,6.822,1.0,1e-05,0.0,0.0052,-10.6,-27.3
Atharvaveda_Part_018_2_0016.wav,train,clipped,16000,8.045,1.0,6e-05,1e-05,0.0063,-10.8,-29.7
Atharvaveda_Part_018_2_0017.wav,train,clipped,16000,6.98,0.996,5e-05,3e-05,0.0063,-12.2,-32.4
Atharvaveda_Part_018_2_0018.wav,train,clipped,16000,6.988,1.0,1e-05,0.0,0.0064,-10.4,-29.6
Atharvaveda_Part_018_2_0020.wav,validation,clipped,16000,7.277,1.0,1e-05,0.0,0.0064,-9.2,-20.2
Atharvaveda_Part_018_2_0026.wav,train,clipped,16000,14.138,0.985,2e-05,0.0,0.0063,-10.1,-33.5
Atharvaveda_Part_018_2_0030.wav,train,borderline,16000,5.524,1.0,1e-05,0.0,0.0063,-10.7,-28.0
Atharvaveda_Part_018_2_0036.wav,train,borderline,16000,3.117,1.0,0.0,0.0,0.0064,-9.2,-17.2
Atharvaveda_Part_018_2_0038.wav,test,borderline,16000,5.374,0.994,1e-05,0.0,0.0063,-11.4,-27.3
Atharvaveda_Part_018_2_0039.wav,train,clipped,16000,4.88,0.994,4e-05,4e-05,0.0064,-12.2,-29.9
Atharvaveda_Part_018_2_0045.wav,train,borderline,16000,7.071,0.991,1e-05,0.0,0.0063,-12.8,-28.9
Atharvaveda_Part_018_2_0046.wav,train,clipped,16000,4.57,1.0,1e-05,0.0,0.0064,-17.2,-26.6
Atharvaveda_Part_018_2_0048.wav,train,borderline,16000,5.449,1.0,1e-05,0.0,0.0063,-10.6,-30.1
Atharvaveda_Part_018_2_0049.wav,train,clipped,16000,4.858,1.0,1e-05,0.0,0.0062,-11.5,-25.2
Atharvaveda_Part_018_2_0052.wav,train,borderline,16000,5.981,0.995,1e-05,0.0,0.0063,-9.5,-31.5
Atharvaveda_Part_018_2_0055.wav,test,clipped,16000,6.662,0.986,3e-05,1e-05,0.0063,-10.4,-30.7
Atharvaveda_Part_018_2_0056.wav,train,clipped,16000,1.412,1.0,9e-05,0.0,0.0063,-11.7,-12.0
Atharvaveda_Part_018_2_0057.wav,validation,clipped,16000,6.107,0.995,1e-05,0.0,0.0062,-11.2,-30.8
Atharvaveda_Part_018_2_0058.wav,train,clipped,16000,6.416,1.0,1e-05,0.0,0.0063,-9.5,-28.5
Atharvaveda_Part_018_2_0059.wav,train,borderline,16000,7.344,0.996,1e-05,0.0,0.0063,-9.5,-26.7
Atharvaveda_Part_018_2_0060.wav,train,borderline,16000,2.068,1.0,3e-05,0.0,0.0063,-9.3,-14.3
Atharvaveda_Part_018_2_0062.wav,train,borderline,16000,6.621,1.0,1e-05,0.0,0.0062,-9.5,-28.8
Atharvaveda_Part_018_2_0065.wav,train,clipped,16000,2.494,1.0,3e-05,0.0,0.0065,-11.4,-29.5
Atharvaveda_Part_018_2_0066.wav,train,clipped,16000,5.437,1.0,1e-05,0.0,0.0062,-9.5,-23.3
Atharvaveda_Part_018_2_0068.wav,train,clipped,16000,6.741,1.0,3e-05,0.0,0.0063,-13.0,-25.8
Atharvaveda_Part_018_2_0069.wav,train,clipped,16000,6.201,1.0,1e-05,0.0,0.0063,-11.5,-21.6
Atharvaveda_Part_018_2_0072.wav,train,clipped,16000,6.787,1.0,1e-05,1e-05,0.0063,-10.1,-29.3
Atharvaveda_Part_018_2_0076.wav,train,clipped,16000,6.567,1.0,4e-05,0.0,0.0063,-8.5,-30.0
Atharvaveda_Part_018_2_0077.wav,train,borderline,16000,7.096,0.996,2e-05,0.0,0.0062,-11.7,-31.5
Atharvaveda_Part_018_2_0078.wav,test,clipped,16000,4.551,1.0,1e-05,0.0,0.0064,-11.7,-28.0
Atharvaveda_Part_018_2_0081.wav,train,clipped,16000,6.061,0.985,5e-05,1e-05,0.0063,-11.3,-30.3
Atharvaveda_Part_018_2_0082.wav,train,borderline,16000,5.537,1.0,1e-05,0.0,0.0062,-11.1,-28.9
Atharvaveda_Part_018_2_0088.wav,train,clipped,16000,6.356,1.0,1e-05,0.0,0.0061,-14.2,-29.7
Atharvaveda_Part_018_2_0089.wav,train,clipped,16000,2.417,1.0,5e-05,0.0,0.0061,-11.8,-24.4
Atharvaveda_Part_018_2_0090.wav,train,clipped,16000,5.637,0.979,1e-05,0.0,0.0063,-14.2,-32.6
Atharvaveda_Part_018_2_0093.wav,test,clipped,16000,8.065,1.0,1e-05,1e-05,0.0063,-11.8,-29.2
Atharvaveda_Part_018_2_0096.wav,train,clipped,16000,4.468,1.0,1e-05,1e-05,0.0063,-11.4,-29.1
Atharvaveda_Part_018_2_0097.wav,train,borderline,16000,5.741,1.0,1e-05,0.0,0.0063,-12.8,-25.8
Atharvaveda_Part_018_2_0099.wav,validation,stratified,16000,6.624,1.0,0.0,0.0,0.0063,-9.0,-27.9
Atharvaveda_Part_018_2_0104.wav,train,clipped,16000,6.521,1.0,1e-05,0.0,0.0064,-9.6,-27.1
Atharvaveda_Part_018_2_0114.wav,train,clipped,16000,6.683,1.0,1e-05,0.0,0.0063,-9.7,-28.0
Atharvaveda_Part_018_2_0115.wav,test,clipped,16000,6.712,1.0,3e-05,0.0,0.0064,-10.4,-29.3
Atharvaveda_Part_018_2_0117.wav,train,clipped,16000,6.078,1.0,6e-05,1e-05,0.0063,-12.4,-27.7
Atharvaveda_Part_018_2_0118.wav,train,clipped,16000,4.824,1.0,1e-05,0.0,0.0064,-10.0,-30.2
Atharvaveda_Part_018_2_0122.wav,train,borderline,16000,7.156,1.0,1e-05,0.0,0.0063,-9.8,-29.9
Atharvaveda_Part_018_2_0124.wav,train,clipped,16000,6.303,0.99,9e-05,2e-05,0.0064,-9.5,-30.3
Atharvaveda_Part_018_2_0126.wav,train,clipped,16000,6.071,1.0,2e-05,0.0,0.0064,-11.4,-24.4
Atharvaveda_Part_018_2_0129.wav,train,clipped,16000,5.693,1.0,2e-05,0.0,0.0064,-10.1,-30.5
Atharvaveda_Part_018_2_0130.wav,train,clipped,16000,6.073,1.0,2e-05,1e-05,0.0063,-12.8,-28.5
Atharvaveda_Part_018_2_0132.wav,train,clipped,16000,7.319,0.988,3e-05,1e-05,0.0063,-15.1,-30.0
Atharvaveda_Part_018_2_0140.wav,train,clipped,16000,8.49,0.993,3e-05,0.0,0.0063,-13.2,-30.4
Atharvaveda_Part_018_2_0141.wav,test,clipped,16000,5.006,1.0,1e-05,0.0,0.0064,-10.7,-28.8
Atharvaveda_Part_018_2_0146.wav,train,borderline,16000,6.272,0.995,1e-05,0.0,0.0063,-12.5,-29.8
Atharvaveda_Part_018_2_0147.wav,validation,borderline,16000,6.393,0.995,1e-05,0.0,0.0064,-10.7,-29.9
Atharvaveda_Part_018_2_0149.wav,train,clipped,16000,5.964,1.0,1e-05,0.0,0.0063,-10.0,-29.3
Atharvaveda_Part_018_2_0150.wav,train,clipped,16000,6.883,1.0,3e-05,0.0,0.0063,-11.2,-26.0
Atharvaveda_Part_018_2_0152.wav,train,clipped,16000,6.63,0.995,1e-05,0.0,0.0063,-9.7,-28.9
Atharvaveda_Part_018_2_0154.wav,train,clipped,16000,6.04,0.995,2e-05,0.0,0.0063,-11.2,-28.9
Atharvaveda_Part_018_2_0156.wav,train,clipped,16000,6.296,0.995,2e-05,0.0,0.0063,-12.6,-29.9
Atharvaveda_Part_018_2_0158.wav,train,clipped,16000,6.757,0.987,1e-05,1e-05,0.0063,-11.6,-30.2
Atharvaveda_Part_018_2_0159.wav,train,clipped,16000,6.111,1.0,1e-05,0.0,0.0063,-12.8,-28.3
Atharvaveda_Part_018_2_0160.wav,train,clipped,16000,5.782,0.995,3e-05,0.0,0.0063,-9.8,-14.6
Atharvaveda_Part_018_2_0161.wav,validation,clipped,16000,6.637,0.995,1e-05,0.0,0.0062,-13.0,-29.5
Atharvaveda_Part_018_2_0163.wav,train,clipped,16000,6.625,1.0,3e-05,0.0,0.0063,-12.9,-27.6
Atharvaveda_Part_018_2_0165.wav,train,clipped,16000,6.628,1.0,1e-05,0.0,0.0063,-8.6,-26.6
Atharvaveda_Part_018_2_0166.wav,train,clipped,16000,6.032,0.965,3e-05,0.0,0.0063,-13.9,-32.4
Atharvaveda_Part_018_2_0167.wav,train,clipped,16000,6.88,1.0,3e-05,1e-05,0.0064,-9.7,-27.8
Atharvaveda_Part_018_2_0168.wav,train,clipped,16000,7.396,1.0,3e-05,2e-05,0.0063,-11.7,-27.3
Atharvaveda_Part_018_2_0169.wav,train,clipped,16000,6.238,1.0,5e-05,0.0,0.0063,-15.0,-25.4
Atharvaveda_Part_018_2_0170.wav,train,clipped,16000,7.46,1.0,3e-05,1e-05,0.0063,-16.8,-25.1
Atharvaveda_Part_018_2_0171.wav,train,clipped,16000,5.856,1.0,0.00011,5e-05,0.0063,-7.5,-27.5
Atharvaveda_Part_018_2_0172.wav,train,clipped,16000,6.199,1.0,6e-05,2e-05,0.0063,-11.4,-28.6
Atharvaveda_Part_018_2_0173.wav,train,clipped,16000,5.91,1.0,0.00018,3e-05,0.0064,-11.1,-25.7
Atharvaveda_Part_018_2_0174.wav,train,clipped,16000,6.58,1.0,7e-05,2e-05,0.0063,-10.9,-26.8
Atharvaveda_Part_018_2_0175.wav,train,clipped,16000,7.787,0.996,3e-05,2e-05,0.0064,-12.3,-30.3
Atharvaveda_Part_018_2_0176.wav,train,borderline,16000,6.222,1.0,1e-05,0.0,0.0063,-8.9,-27.3
Atharvaveda_Part_018_2_0177.wav,train,clipped,16000,7.269,0.996,7e-05,1e-05,0.0062,-7.9,-30.4
Atharvaveda_Part_018_2_0178.wav,train,clipped,16000,6.033,1.0,2e-05,1e-05,0.0063,-9.4,-26.8
Atharvaveda_Part_018_2_0179.wav,train,clipped,16000,7.391,0.992,3e-05,0.0,0.0063,-9.8,-31.4
Atharvaveda_Part_018_2_0180.wav,train,clipped,16000,6.066,1.0,3e-05,0.0,0.0062,-8.6,-27.2
Atharvaveda_Part_018_2_0181.wav,train,borderline,16000,6.381,1.0,3e-05,0.0,0.0062,-11.5,-13.5
Atharvaveda_Part_018_2_0182.wav,train,clipped,16000,1.604,1.0,4e-05,4e-05,0.0064,-10.8,-29.9
Atharvaveda_Part_018_2_0183.wav,train,clipped,16000,5.963,1.0,3e-05,1e-05,0.0063,-8.2,-28.4
Atharvaveda_Part_018_2_0185.wav,train,clipped,16000,6.132,1.0,1e-05,0.0,0.0062,-9.0,-27.5
Atharvaveda_Part_018_2_0186.wav,train,clipped,16000,7.814,1.0,4e-05,0.0,0.0063,-7.9,-28.8
Atharvaveda_Part_018_2_0189.wav,train,borderline,16000,6.102,1.0,3e-05,0.0,0.0064,-9.4,-28.3
Atharvaveda_Part_018_2_0192.wav,train,clipped,16000,8.144,1.0,4e-05,2e-05,0.0063,-13.3,-29.2
Atharvaveda_Part_018_2_0193.wav,train,clipped,16000,6.104,0.995,2e-05,0.0,0.0062,-9.6,-29.6
Atharvaveda_Part_018_2_0194.wav,train,clipped,16000,7.542,0.976,2e-05,0.0,0.0064,-10.9,-31.3
Atharvaveda_Part_018_2_0195.wav,train,clipped,16000,5.891,1.0,7e-05,1e-05,0.0063,-9.1,-26.4
Atharvaveda_Part_018_2_0196.wav,train,clipped,16000,7.935,1.0,3e-05,1e-05,0.0063,-8.6,-28.0
Atharvaveda_Part_018_2_0197.wav,train,clipped,16000,6.054,1.0,4e-05,0.0,0.0063,-8.3,-25.8
Atharvaveda_Part_018_2_0198.wav,train,clipped,16000,3.376,0.991,2e-05,0.0,0.0063,-10.6,-31.1
Atharvaveda_Part_018_2_0199.wav,train,borderline,16000,4.245,0.993,1e-05,0.0,0.0064,-11.9,-29.8
Atharvaveda_Part_018_2_0200.wav,train,borderline,16000,5.224,1.0,4e-05,0.0,0.0063,-13.0,-24.4
Atharvaveda_Part_018_2_0201.wav,train,clipped,16000,6.812,1.0,3e-05,0.0,0.0064,-10.1,-29.0
Atharvaveda_Part_018_2_0202.wav,train,clipped,16000,5.932,1.0,5e-05,0.0,0.0062,-10.6,-29.4
Atharvaveda_Part_018_2_0203.wav,train,clipped,16000,5.964,1.0,3e-05,0.0,0.0063,-11.9,-27.8
Atharvaveda_Part_018_2_0204.wav,train,clipped,16000,5.802,1.0,3e-05,1e-05,0.0064,-9.9,-28.8
Atharvaveda_Part_018_2_0206.wav,train,clipped,16000,5.737,1.0,9e-05,1e-05,0.0064,-9.8,-28.2
Atharvaveda_Part_018_2_0207.wav,validation,clipped,16000,6.504,1.0,1e-05,0.0,0.0063,-9.8,-26.0
Atharvaveda_Part_018_2_0208.wav,train,clipped,16000,6.153,1.0,2e-05,0.0,0.0063,-9.8,-28.1
Atharvaveda_Part_018_2_0209.wav,train,clipped,16000,3.599,1.0,0.00016,0.0,0.0063,-12.0,-11.8
Atharvaveda_Part_018_2_0210.wav,train,clipped,16000,9.955,0.988,6e-05,3e-05,0.0063,-10.6,-27.0
Atharvaveda_Part_018_2_0211.wav,train,clipped,16000,6.056,1.0,9e-05,2e-05,0.0063,-13.2,-27.7
Atharvaveda_Part_018_2_0212.wav,train,clipped,16000,6.282,1.0,2e-05,0.0,0.0064,-12.1,-28.5
Atharvaveda_Part_018_2_0214.wav,train,clipped,16000,6.033,0.99,6e-05,0.0,0.0064,-10.7,-28.6
Atharvaveda_Part_018_2_0215.wav,train,clipped,16000,5.623,0.995,3e-05,1e-05,0.0063,-10.7,-28.4
Atharvaveda_Part_018_2_0216.wav,train,clipped,16000,6.487,0.991,1e-05,1e-05,0.0063,-8.9,-29.5
Atharvaveda_Part_018_2_0217.wav,train,clipped,16000,5.351,1.0,4e-05,0.0,0.0063,-9.4,-28.7
Atharvaveda_Part_018_2_0218.wav,test,clipped,16000,4.645,1.0,4e-05,1e-05,0.0063,-8.3,-13.0
Atharvaveda_Part_018_2_0219.wav,train,clipped,16000,2.833,1.0,4e-05,2e-05,0.0062,-10.3,-28.4
Atharvaveda_Part_018_2_0220.wav,train,clipped,16000,7.383,0.996,9e-05,3e-05,0.0063,-8.0,-29.2
Atharvaveda_Part_018_2_0221.wav,validation,clipped,16000,6.514,0.991,4e-05,1e-05,0.0064,-12.2,-30.2
Atharvaveda_Part_018_2_0222.wav,train,clipped,16000,7.568,0.996,1e-05,0.0,0.0063,-8.3,-30.2
Atharvaveda_Part_018_2_0223.wav,train,clipped,16000,6.104,1.0,0.0001,1e-05,0.0064,-12.3,-27.5
Atharvaveda_Part_018_2_0224.wav,train,clipped,16000,7.292,1.0,6e-05,2e-05,0.0062,-7.8,-27.7
Atharvaveda_Part_018_2_0225.wav,train,clipped,16000,12.837,1.0,0.00011,3e-05,0.0063,-12.9,-30.6
Atharvaveda_Part_018_2_0226.wav,validation,clipped,16000,5.919,1.0,6e-05,2e-05,0.0064,-13.1,-27.4
Atharvaveda_Part_018_2_0227.wav,train,clipped,16000,6.372,1.0,3e-05,0.0,0.0063,-8.6,-24.8
Atharvaveda_Part_018_2_0228.wav,train,clipped,16000,6.205,0.981,8e-05,2e-05,0.0063,-7.8,-30.6
Atharvaveda_Part_018_2_0229.wav,test,clipped,16000,6.836,1.0,2e-05,0.0,0.0063,-9.8,-29.7
Atharvaveda_Part_018_2_0230.wav,validation,clipped,16000,6.607,1.0,3e-05,2e-05,0.0064,-9.6,-26.5
Atharvaveda_Part_018_2_0231.wav,train,clipped,16000,6.679,0.991,4e-05,1e-05,0.0064,-8.8,-30.5
Atharvaveda_Part_018_2_0232.wav,validation,clipped,16000,6.054,1.0,0.00013,1e-05,0.0063,-10.2,-28.1
Atharvaveda_Part_018_2_0233.wav,train,clipped,16000,6.406,0.991,4e-05,0.0,0.0063,-12.6,-31.9
Atharvaveda_Part_018_2_0234.wav,train,clipped,16000,6.139,1.0,7e-05,2e-05,0.0063,-10.4,-28.1
Atharvaveda_Part_018_2_0235.wav,train,clipped,16000,7.189,1.0,3e-05,0.0,0.0063,-10.7,-25.5
Atharvaveda_Part_018_2_0236.wav,train,clipped,16000,4.34,1.0,1e-05,0.0,0.0062,-8.6,-27.8
Atharvaveda_Part_018_2_0237.wav,validation,clipped,16000,4.692,1.0,8e-05,1e-05,0.0064,-8.9,-27.8
Atharvaveda_Part_018_2_0238.wav,train,clipped,16000,7.075,1.0,3e-05,0.0,0.0063,-10.0,-26.9
Atharvaveda_Part_018_2_0239.wav,train,clipped,16000,6.681,1.0,1e-05,0.0,0.0062,-9.8,-27.1
Atharvaveda_Part_018_2_0240.wav,train,clipped,16000,6.694,0.996,6e-05,0.0,0.0063,-13.8,-28.3
Atharvaveda_Part_018_2_0241.wav,train,borderline,16000,6.055,1.0,1e-05,0.0,0.0063,-8.1,-25.1
Atharvaveda_Part_018_2_0242.wav,train,clipped,16000,6.654,1.0,7e-05,1e-05,0.0062,-8.1,-28.8
Atharvaveda_Part_018_2_0243.wav,train,clipped,16000,5.896,1.0,8e-05,2e-05,0.0063,-8.6,-28.6
Atharvaveda_Part_018_2_0244.wav,train,clipped,16000,5.669,1.0,6e-05,0.0,0.0064,-13.1,-28.0
Atharvaveda_Part_018_2_0245.wav,train,clipped,16000,5.18,1.0,1e-05,0.0,0.0062,-10.7,-26.5
Atharvaveda_Part_018_2_0246.wav,train,clipped,16000,6.545,0.995,2e-05,1e-05,0.0063,-12.6,-28.4
Atharvaveda_Part_018_2_0247.wav,train,clipped,16000,6.394,0.995,2e-05,0.0,0.0063,-9.3,-28.1
Atharvaveda_Part_018_2_0248.wav,train,clipped,16000,5.365,1.0,7e-05,1e-05,0.0063,-11.5,-25.6
Atharvaveda_Part_018_2_0249.wav,train,clipped,16000,5.867,1.0,3e-05,0.0,0.0063,-14.9,-27.1
Atharvaveda_Part_018_2_0250.wav,train,clipped,16000,6.52,1.0,4e-05,0.0,0.0062,-11.6,-30.0
Atharvaveda_Part_018_2_0251.wav,train,clipped,16000,6.118,0.99,4e-05,1e-05,0.0062,-8.4,-31.2
Atharvaveda_Part_018_2_0252.wav,train,clipped,16000,6.273,1.0,6e-05,0.0,0.0064,-8.4,-28.4
Atharvaveda_Part_018_2_0253.wav,train,clipped,16000,4.904,1.0,6e-05,1e-05,0.0062,-8.1,-27.8
Atharvaveda_Part_018_2_0254.wav,train,clipped,16000,6.716,0.964,4e-05,1e-05,0.0062,-13.9,-29.3
Atharvaveda_Part_018_2_0255.wav,train,clipped,16000,6.401,0.972,9e-05,1e-05,0.0063,-11.8,-30.2
Atharvaveda_Part_018_2_0256.wav,train,clipped,16000,5.879,1.0,0.00014,3e-05,0.0062,-9.5,-27.4
Atharvaveda_Part_018_2_0257.wav,train,clipped,16000,6.587,0.995,9e-05,0.0,0.0064,-15.2,-29.2
Atharvaveda_Part_018_2_0258.wav,validation,clipped,16000,5.88,0.985,1e-05,0.0,0.0062,-9.2,-31.0
Atharvaveda_Part_018_2_0259.wav,train,clipped,16000,4.8,1.0,0.00012,0.0,0.0062,-11.6,-26.1
Atharvaveda_Part_018_2_0260.wav,test,clipped,16000,6.088,0.975,4e-05,1e-05,0.0063,-9.3,-32.3
Atharvaveda_Part_018_2_0261.wav,train,clipped,16000,6.048,0.995,1e-05,0.0,0.0063,-11.3,-30.6
Atharvaveda_Part_018_2_0262.wav,train,clipped,16000,5.246,0.994,0.0001,1e-05,0.0064,-9.9,-29.4
Atharvaveda_Part_018_2_0263.wav,train,clipped,16000,5.799,1.0,2e-05,0.0,0.0063,-9.0,-29.0
Atharvaveda_Part_018_2_0264.wav,validation,clipped,16000,7.055,0.996,4e-05,2e-05,0.0063,-7.8,-29.5
Atharvaveda_Part_018_2_0265.wav,train,clipped,16000,3.798,0.992,0.00015,2e-05,0.0065,-9.3,-31.3
Atharvaveda_Part_018_2_0267.wav,train,clipped,16000,10.553,0.991,7e-05,0.0,0.0063,-9.0,-29.0
Atharvaveda_Part_018_2_0268.wav,train,clipped,16000,4.992,1.0,5e-05,1e-05,0.0062,-7.8,-26.4
Atharvaveda_Part_018_2_0269.wav,train,clipped,16000,5.697,0.989,5e-05,1e-05,0.0063,-8.0,-30.9
Atharvaveda_Part_018_2_0271.wav,train,clipped,16000,8.547,0.996,4e-05,1e-05,0.0063,-9.7,-30.6
Atharvaveda_Part_018_2_0290.wav,train,clipped,16000,9.95,1.0,4e-05,0.0,0.0063,-11.2,-29.3
Atharvaveda_Part_018_2_0291.wav,train,clipped,16000,5.675,0.989,2e-05,0.0,0.0064,-9.6,-31.2
Atharvaveda_Part_018_2_0292.wav,train,clipped,16000,7.288,1.0,8e-05,1e-05,0.0063,-15.0,-28.1
Atharvaveda_Part_018_2_0293.wav,train,clipped,16000,6.551,0.995,0.0001,2e-05,0.0063,-10.0,-26.1
Atharvaveda_Part_018_2_0294.wav,train,clipped,16000,6.662,0.995,0.0001,3e-05,0.0063,-8.9,-28.3
Atharvaveda_Part_018_2_0295.wav,train,clipped,16000,7.056,0.996,7e-05,2e-05,0.0062,-9.8,-27.5
Atharvaveda_Part_018_2_0296.wav,train,clipped,16000,3.671,1.0,5e-05,2e-05,0.0061,-13.3,-26.4
Atharvaveda_Part_018_2_0300.wav,train,clipped,16000,6.188,1.0,0.00016,4e-05,0.0063,-8.7,-28.7
Atharvaveda_Part_018_2_0301.wav,train,clipped,16000,8.144,1.0,0.00021,4e-05,0.0064,-9.1,-25.5
Atharvaveda_Part_018_2_0302.wav,train,clipped,16000,6.803,1.0,0.00014,2e-05,0.0063,-12.4,-28.9
Atharvaveda_Part_018_2_0303.wav,train,clipped,16000,7.317,1.0,0.0001,2e-05,0.0062,-10.0,-16.7
Atharvaveda_Part_018_2_0304.wav,train,clipped,16000,4.203,1.0,3e-05,1e-05,0.0062,-10.2,-29.9
Atharvaveda_Part_018_2_0305.wav,train,clipped,16000,6.331,0.991,5e-05,3e-05,0.0062,-9.4,-29.4
Atharvaveda_Part_018_2_0306.wav,train,clipped,16000,3.897,1.0,0.00026,5e-05,0.0063,-10.8,-27.7
Atharvaveda_Part_018_2_0307.wav,test,clipped,16000,6.194,1.0,7e-05,4e-05,0.0063,-8.6,-28.0
Atharvaveda_Part_018_2_0309.wav,train,clipped,16000,6.058,1.0,2e-05,0.0,0.0061,-8.9,-28.1
Atharvaveda_Part_018_2_0311.wav,train,clipped,16000,10.43,1.0,4e-05,1e-05,0.0063,-12.8,-29.6
Atharvaveda_Part_018_2_0312.wav,train,clipped,16000,6.229,1.0,2e-05,0.0,0.0062,-11.5,-27.4
Atharvaveda_Part_018_2_0313.wav,train,clipped,16000,3.712,1.0,3e-05,0.0,0.0063,-9.5,-26.7
Atharvaveda_Part_018_2_0314.wav,train,clipped,16000,6.092,0.995,3e-05,2e-05,0.0063,-9.4,-28.0
Atharvaveda_Part_018_2_0315.wav,train,clipped,16000,3.88,0.992,0.00016,0.0,0.0062,-12.3,-29.4
Atharvaveda_Part_018_2_0316.wav,train,clipped,16000,6.213,1.0,0.00013,1e-05,0.0064,-8.5,-26.3
Atharvaveda_Part_018_2_0317.wav,train,clipped,16000,3.798,1.0,0.0003,3e-05,0.0063,-10.4,-27.7
